,User,Activity,DateTime,Latitude,Longitude
292,PROTARU,Task 5 YEAR,2020-09-01 09:41:41.633,29.37066,-98.49446
293,PROTARU,Task 5 YEAR,2020-09-01 09:41:53.633,29.37067,-98.49448
294,PROTARU,Task 5 YEAR,2020-09-01 09:42:05.637,29.37063,-98.49433
295,PROTARU,Task 5 YEAR,2020-09-01 09:42:22.613,29.37065,-98.49427
296,PROTARU,Task 5 YEAR,2020-09-01 09:42:39.663,29.3705,-98.49431
297,PROTARU,Task 5 YEAR,2020-09-01 09:42:56.630,29.37055,-98.49432
298,PROTARU,Task 5 YEAR,2020-09-01 09:43:07.653,29.37051,-98.49423
299,PROTARU,Task 5 YEAR,2020-09-01 09:43:18.710,29.37046,-98.49421
300,PROTARU,Task 5 YEAR,2020-09-01 09:43:30.640,29.37044,-98.49422
301,PROTARU,Task 5 YEAR,2020-09-01 09:43:42.637,29.37056,-98.49422
302,PROTARU,Task 5 YEAR,2020-09-01 09:43:53.650,29.37062,-98.49425
303,PROTARU,Task 5 YEAR,2020-09-01 09:44:10.637,29.37064,-98.4943
304,PROTARU,Task 5 YEAR,2020-09-01 09:44:27.633,29.37064,-98.49428
305,PROTARU,Task 5 YEAR,2020-09-01 09:44:39.647,29.37062,-98.49422
306,PROTARU,Task 5 YEAR,2020-09-01 09:44:51.630,29.3706,-98.4941
307,PROTARU,Task 5 YEAR,2020-09-01 09:45:03.637,29.37064,-98.4941
308,PROTARU,Task 5 YEAR,2020-09-01 09:45:15.623,29.37064,-98.49408
309,PROTARU,Task 5 YEAR,2020-09-01 09:45:27.633,29.37056,-98.49411
310,PROTARU,Task 5 YEAR,2020-09-01 09:45:39.633,29.37054,-98.49412
311,PROTARU,Task 5 YEAR,2020-09-01 09:45:56.630,29.37048,-98.49419
312,PROTARU,Task 5 YEAR,2020-09-01 09:46:13.623,29.37046,-98.49424
313,PROTARU,Task 5 YEAR,2020-09-01 09:46:24.643,29.37045,-98.49424
314,PROTARU,Task 5 YEAR,2020-09-01 09:46:35.720,29.3705,-98.49422
315,PROTARU,Task 5 YEAR,2020-09-01 09:46:47.630,29.37052,-98.49414
316,PROTARU,Task 5 YEAR,2020-09-01 09:47:04.653,29.37057,-98.49421
317,PROTARU,Task 5 YEAR,2020-09-01 09:47:16.657,29.37066,-98.49419
318,PROTARU,Task 5 YEAR,2020-09-01 09:47:28.617,29.37063,-98.494
319,PROTARU,Task 5 YEAR,2020-09-01 09:47:45.630,29.37064,-98.49397
320,PROTARU,Task 5 YEAR,2020-09-01 09:47:57.647,29.37062,-98.49396
321,PROTARU,Task 5 YEAR,2020-09-01 09:48:14.633,29.37055,-98.49401
322,PROTARU,Task 5 YEAR,2020-09-01 09:48:26.633,29.37057,-98.49399
323,PROTARU,Task 5 YEAR,2020-09-01 09:48:43.603,29.37057,-98.49404
324,PROTARU,Task 5 YEAR,2020-09-01 09:48:54.623,29.37057,-98.49404
